trade_code,name
1672,国寿安保智慧生活股票
1677,中银战略新兴产业股票
1678,英大国企改革主题股票
1679,前海开源中国稀缺资产混合A
1681,新华积极价值灵活配置混合
1682,新华鑫回报混合
1683,华夏新经济混合
1685,汇添富沪港深新价值股票
1686,安信新动力混合A
1687,安信新动力混合C
1688,嘉实新起点混合A
1694,华安沪港深外延增长混合
1695,泓德泓业混合
1696,南方智造股票
1701,中融产业升级混合
1702,东方创新科技混合
1703,银华沪港深增长股票
1704,国投瑞银进宝灵活配置混合
1705,泓德战略转型股票
1706,诺安积极回报混合
1707,诺安高端制造股票
1708,东兴改革精选混合
1709,华富物联世界灵活配置混合
1710,安信新趋势混合A
1711,安信新趋势混合C
1712,东方红优势精选混合
1714,工银文体产业股票
1715,工银新焦点混合A
1716,工银新趋势灵活配置混合A
1717,工银前沿医疗股票
1718,工银物流产业股票
1719,工银国家战略股票
1720,工银新增利混合
1721,工银新增益混合
1722,工银银和利混合
1723,华商新动力灵活配置混合
1725,汇添富高端制造股票
1726,汇添富新兴消费股票
1727,申万菱信安鑫回报混合C
1728,银华战略新兴定开混合
1729,银华逆向投资定开混合
1731,广发百发大数据价值混合A
1732,广发百发大数据价值混合E
1733,泰达宏利量化股票
1734,广发百发大数据成长混合A
1735,广发百发大数据成长混合E
1738,大摩新趋势混合
1740,光大中国制造2025混合
1741,广发百发大数据精选混合A
1742,广发百发大数据精选混合E
1743,诺安优选回报混合
1744,诺安进取回报混合
1745,易方达瑞富灵活配置混合I
1746,易方达瑞富灵活配置混合E
1747,易方达瑞祺灵活配置混合I
1748,易方达瑞祺灵活配置混合E
1749,招商中国机遇股票
1753,红土创新新兴产业混合
1755,嘉实新思路混合
1756,嘉实策略优选混合
1758,嘉实研究增强混合
1759,嘉实成长增强混合
1760,嘉实创新成长混合
1761,广发安宏回报混合A
1762,广发安宏回报混合C
1763,广发多策略混合
1764,广发沪港深新机遇股票
1765,前海开源嘉鑫混合A
1766,上投摩根医疗健康股票
1769,易方达瑞惠混合发起式
1770,前海开源嘉鑫混合C
1771,南方量化混合
1773,招商丰庆混合A
